Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
100.03878,CIMENTS CALCIA,2015,Air,Benzène,1320,kg/an
100.03878,CIMENTS CALCIA,2015,Air,Naphthalène,88.8,kg/an
100.03878,CIMENTS CALCIA,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),672000,kg/an
100.03878,CIMENTS CALCIA,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),405000,kg/an
100.03878,CIMENTS CALCIA,2015,Air,CO2 Total d'origine non biomasse uniquement,295000.000,t/an
100.03878,CIMENTS CALCIA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),310000.000,t/an
100.03878,CIMENTS CALCIA,2015,Air,CO2 Total d'origine biomasse uniquement,14500.000,t/an
100.03902,COVED,2015,Air,Méthane (CH4),345000,kg/an
100.03902,COVED,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15700.000,t/an
100.03902,COVED,2015,Air,CO2 Total d'origine biomasse uniquement,15700.000,t/an
100.04012,SITA Centre Ouest - Installation de Stockage de Déchets non dangereux de SONZAY,2015,Air,Méthane (CH4),1390000,kg/an
100.04012,SITA Centre Ouest - Installation de Stockage de Déchets non dangereux de SONZAY,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),25600.000,t/an
100.04012,SITA Centre Ouest - Installation de Stockage de Déchets non dangereux de SONZAY,2015,Air,CO2 Total d'origine biomasse uniquement,25600.000,t/an
100.04172,METALOR TECHNOLOGIES FRANCE SAS,2015,Air,Tétrachloroéthylène (PER - perchloroéthylène),2200,kg/an
100.04204,PROVA,2015,Air,Composés organiques volatils non méthaniques (COVNM),451000,kg/an
100.04219,PROCTER & GAMBLE BLOIS SAS,2015,Air,Hydroflurocarbures (HFC),174,kg/an
100.04249,HUTCHINSON SNC,2015,Air,Composés organiques volatils non méthaniques (COVNM),37100,kg/an
100.04249,HUTCHINSON SNC,2015,Air,CO2 Total d'origine non biomasse uniquement,10600.000,t/an
100.04249,HUTCHINSON SNC,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10600.000,t/an
100.04362,SITA - Installation de stockage de déchets non dangereux d'Orval,2015,Air,Méthane (CH4),177000,kg/an
100.04543,Sablière du Thieulin - usine du Thieulin 'les Rigaudières',2015,Air,Composés organiques volatils non méthaniques (COVNM),38200,kg/an
100.04585,KRONOFRANCE,2015,Air,Aldéhyde formique (formaldéhyde),13400,kg/an
100.04585,KRONOFRANCE,2015,Air,Composés organiques volatils non méthaniques (COVNM),593000,kg/an
100.04585,KRONOFRANCE,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),168000,kg/an
100.04585,KRONOFRANCE,2015,Air,Poussières totales (TSP),147000,kg/an
100.04585,KRONOFRANCE,2015,Air,CO2 Total d'origine non biomasse uniquement,55000.000,t/an
100.04585,KRONOFRANCE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),187000.000,t/an
100.04585,KRONOFRANCE,2015,Air,CO2 Total d'origine biomasse uniquement,132000.000,t/an
100.04854,Société BRANCHER,2015,Air,Composés organiques volatils non méthaniques (COVNM),61400,kg/an
100.04997,LANDRE,2015,Air,Méthane (CH4),115000,kg/an
100.05049,AUCHAN BLOIS VINEUIL,2015,Air,Hydroflurocarbures (HFC),263,kg/an
100.05151,SETRAD - Saint Palais,2015,Air,Méthane (CH4),321000,kg/an
100.05199,Station de Roussines,2015,Air,Composés organiques volatils non méthaniques (COVNM),57200,kg/an
100.05199,Station de Roussines,2015,Air,Méthane (CH4),391000,kg/an
100.05755,SITA Centre Ouest - Installation de stockage de Déchets non dangereux de CHEVILLY,2015,Air,Méthane (CH4),189000,kg/an
100.05759,CSD de MEZIERES LEZ CLERY,2015,Air,Méthane (CH4),135000,kg/an
100.06170,SITA Centre Ouest - Centre de Stockage des déchets non dangereux de MONTEREAU,2015,Air,Méthane (CH4),209000,kg/an
100.07111,Installation de Stockage de Déchets non dangereux de VILLEHERVIERS,2015,Air,Méthane (CH4),153000,kg/an
100.07189,SETRAD,2015,Air,Méthane (CH4),105000,kg/an
100.07319,CET COVED,2015,Air,Méthane (CH4),262000,kg/an
100.07479,PLACOPLATRE,2015,Air,Composés organiques volatils non méthaniques (COVNM),115000,kg/an
100.08113,CVE PITHIVIERS,2015,Air,CO2 Total d'origine non biomasse uniquement,24800.000,t/an
100.08113,CVE PITHIVIERS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),57100.000,t/an
100.08113,CVE PITHIVIERS,2015,Air,CO2 Total d'origine biomasse uniquement,32300.000,t/an
100.08348,ONO PACKAGING,2015,Air,Composés organiques volatils non méthaniques (COVNM),82800,kg/an
100.09164,SEG,2015,Air,Méthane (CH4),1320000,kg/an
100.09164,SEG,2015,Air,Sulfure d'hydrogène (H2S),4330,kg/an
100.09164,SEG,2015,Air,CO2 Total d'origine non biomasse uniquement,11600.000,t/an
100.09164,SEG,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11600.000,t/an
100.09453,BBES,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),34900.000,t/an
100.09453,BBES,2015,Air,CO2 Total d'origine biomasse uniquement,34900.000,t/an
100.09843,COVED,2015,Eau (indirect),Demande biologique en oxygène (DBO5),214000,kg/an
100.09843,COVED,2015,Eau (indirect),Demande chimique en oxygène (DCO),416000,kg/an
100.09843,COVED,2015,Eau (indirect),Zinc et ses composés (Zn),259,kg/an
100.09874,AUCHAN OLIVET,2015,Air,Hydroflurocarbures (HFC),538,kg/an
100.10029,ICT FRANCE SAS,2015,Air,CO2 Total d'origine non biomasse uniquement,21400.000,t/an
100.10029,ICT FRANCE SAS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21400.000,t/an
100.10929,Dalkia Biomasse Orléans,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),81400.000,t/an
100.10929,Dalkia Biomasse Orléans,2015,Air,CO2 Total d'origine biomasse uniquement,81400.000,t/an
100.11166,Dalkia Biomasse Tours (DBT),2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),74200.000,t/an
100.11166,Dalkia Biomasse Tours (DBT),2015,Air,CO2 Total d'origine biomasse uniquement,74200.000,t/an
100.11181,RECTICEL,2015,Air,Composés organiques volatils non méthaniques (COVNM),36900,kg/an
100.11584,SODC,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),77600.000,t/an
100.11584,SODC,2015,Air,CO2 Total d'origine biomasse uniquement,77600.000,t/an
100.11617,F2R - FRANCAISE DE ROUES,2015,Air,CO2 Total d'origine non biomasse uniquement,13200.000,t/an
100.11617,F2R - FRANCAISE DE ROUES,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13200.000,t/an
100.11933,Innolation SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),133000,kg/an
10075018,SCA PEN AR LAN,2015,Air,Ammoniac (NH3),27900,kg/an
101.00040,NATUREX,2015,Air,Composés organiques volatils non méthaniques (COVNM),73700,kg/an
101.00040,NATUREX,2015,Eau (indirect),Demande biologique en oxygène (DBO5),46600,kg/an
101.00131,Sytraival CET II St Etienne sur Chalaronne,2015,Air,Méthane (CH4),140000,kg/an
10121023,SCEA de la Buissonnière,2015,Air,Ammoniac (NH3),25000,kg/an
10121038,EARL BROUET,2015,Air,Ammoniac (NH3),13500,kg/an
10121046,SCA Val du Puits,2015,Air,Ammoniac (NH3),40900,kg/an
102.00095,SEA,2015,Air,Hexafluorure de soufre (SF6),34.5,kg/an
10256036,SCEA de Promontval,2015,Air,Ammoniac (NH3),77100,kg/an
103.00065,NOVOCERAM,2015,Air,CO2 Total d'origine non biomasse uniquement,15200.000,t/an
103.00065,NOVOCERAM,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15200.000,t/an
103.00089,SYTRAD Installation de Stockage de Déchets Non Dangereux,2015,Air,Méthane (CH4),341000,kg/an
103.00101,GELPAM SA,2015,Eau (direct),Chloroforme (trichlorométhane),70,kg/an
103.00110,DELIFRUITS,2015,Eau (direct),Demande chimique en oxygène (DCO),1210000,kg/an
103.00115,FRUIVAL,2015,Eau (indirect),Demande biologique en oxygène (DBO5),71100,kg/an
103.00115,FRUIVAL,2015,Eau (indirect),Demande chimique en oxygène (DCO),255000,kg/an
103.00144,SAVIEL FRANCE,2015,Air,Hydroflurocarbures (HFC),280,kg/an
103.00145,BSO SARL,2015,Air,Hydroflurocarbures (HFC),470,kg/an
103.00176,COVED - ISDND de Roussas 2,2015,Air,Méthane (CH4),1820000,kg/an
103.00176,COVED - ISDND de Roussas 2,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24900.000,t/an
103.00176,COVED - ISDND de Roussas 2,2015,Air,CO2 Total d'origine biomasse uniquement,24900.000,t/an
103.00261,SYTRAD - Centre de valorisation d'Etoile sur Rhône,2015,Air,Ammoniac (NH3),16000,kg/an
10305050,EARL SAINT LAURENT,2015,Air,Ammoniac (NH3),13900,kg/an
10370098,SA GALOR,2015,Air,Ammoniac (NH3),19400,kg/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),107000,kg/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Air,CO2 Total d'origine non biomasse uniquement,64400.000,t/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),104000.000,t/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Air,CO2 Total d'origine biomasse uniquement,39300.000,t/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Eau (indirect),Carbone organique total (COT),50100,kg/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Eau (direct),Chlorures (Cl total),3480.000,t/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Eau (indirect),Demande chimique en oxygène (DCO),256000,kg/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Eau (direct),Fluorures (F total),3060,kg/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Eau (direct),Mercure et ses composés (Hg),2.11,kg/an
104.00032,TERIS SPECIALITES SITE DE ROUSSILLON,2015,Eau (direct),Sulfates,8380000,kg/an
104.00059,CARRIERES ET CHAUX BALTHAZARD ET COTTE Poliénas,2015,Air,CO2 Total d'origine non biomasse uniquement,89200.000,t/an
104.00059,CARRIERES ET CHAUX BALTHAZARD ET COTTE Poliénas,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),89200.000,t/an
104.00068,PHOTOWATT INTERNATIONAL SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),37700,kg/an
104.00075,ALFI,2015,Air,CO2 Total d'origine non biomasse uniquement,18500.000,t/an
104.00075,ALFI,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18500.000,t/an
104.00094,SOITEC,2015,Air,Composés organiques volatils non méthaniques (COVNM),32000,kg/an
104.00094,SOITEC,2015,Eau (direct),Fluorures (F total),4360,kg/an
104.00095,KNAUF INDUSTRIES EST,2015,Air,Composés organiques volatils non méthaniques (COVNM),105000,kg/an
104.00104,NOVAPEX,2015,Air,Benzène,3520,kg/an
104.00104,NOVAPEX,2015,Air,Composés organiques volatils non méthaniques (COVNM),88500,kg/an
104.00104,NOVAPEX,2015,Eau (indirect),Carbone organique total (COT),388000,kg/an
104.00104,NOVAPEX,2015,Eau (indirect),Demande chimique en oxygène (DCO),1200000,kg/an
104.00104,NOVAPEX,2015,Eau (indirect),Phénols (Ctotal),4190,kg/an
104.00104,NOVAPEX,2015,Eau (direct),Phénols (Ctotal),118,kg/an
104.00106,Centrale THERMELEC site RHODIA,2015,Air,CO2 Total d'origine non biomasse uniquement,45700.000,t/an
104.00106,Centrale THERMELEC site RHODIA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),45700.000,t/an
104.00185,MAJ ELIS Rhone-Alpes,2015,Eau (indirect),Chloroforme (trichlorométhane),17.2,kg/an
104.00185,MAJ ELIS Rhone-Alpes,2015,Eau (indirect),Di(2-éthylhexyle)phtalate (DEHP),17.7,kg/an
104.00332,e2v semiconductors sas,2015,Air,Hydroflurocarbures (HFC),300,kg/an
104.00392,Usine d'incinération des ordures ménagères au SITOM Nord Isère,2015,Air,CO2 Total d'origine non biomasse uniquement,71700.000,t/an
104.00392,Usine d'incinération des ordures ménagères au SITOM Nord Isère,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),167000.000,t/an
104.00392,Usine d'incinération des ordures ménagères au SITOM Nord Isère,2015,Air,CO2 Total d'origine biomasse uniquement,95100.000,t/an
104.00549,ISDND de Penol,2015,Air,Méthane (CH4),160000,kg/an
104.00630,Master-Tech Moirans,2015,Air,Trichloroéthylène (TRI),2770,kg/an
10430022,SCEA des Arsons,2015,Air,Ammoniac (NH3),28600,kg/an
105.00024,ISDND de Borde Matin,2015,Air,Méthane (CH4),963000,kg/an
105.00024,ISDND de Borde Matin,2015,Eau (direct),Arsenic et ses composés (As),15.5,kg/an
105.00026,ISDND de Mably,2015,Air,Méthane (CH4),282000,kg/an
105.00129,BIOVALE,2015,Air,Méthane (CH4),291000,kg/an
105.00129,BIOVALE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),38900.000,t/an
105.00129,BIOVALE,2015,Air,CO2 Total d'origine biomasse uniquement,38900.000,t/an
105.00263,RKW CASTELLETTA SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),106000,kg/an
106.00037,KUEHNE-NAGEL,2015,Air,Hydroflurocarbures (HFC),154,kg/an
106.00172,ELIS Rhône-Alpes,2015,Eau (indirect),Di(2-éthylhexyle)phtalate (DEHP),8.02,kg/an
106.00289,MESSIER BUGATTI DOWTY,2015,Air,CO2 Total d'origine non biomasse uniquement,14700.000,t/an
106.00289,MESSIER BUGATTI DOWTY,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14700.000,t/an
106.00289,MESSIER BUGATTI DOWTY,2015,Eau (indirect),Hydrocarbures aromatiques polycycliques (HAP),6.71,kg/an
106.00365,STLD CHAUFFERIE DE LA DOUA,2015,Air,CO2 Total d'origine non biomasse uniquement,10000.000,t/an
106.00365,STLD CHAUFFERIE DE LA DOUA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10000.000,t/an
106.00487,Unité séchage boues la Feyssine - Grand Lyon,2015,Eau (indirect),Demande biologique en oxygène (DBO5),46700,kg/an
106.00487,Unité séchage boues la Feyssine - Grand Lyon,2015,Eau (indirect),Demande chimique en oxygène (DCO),174000,kg/an
106.00538,HCL Centre Hospitalier Lyon Sud,2015,Air,Hydrochlorofluorocarbures (HCFC),19.9,kg/an
106.00538,HCL Centre Hospitalier Lyon Sud,2015,Air,Hydroflurocarbures (HFC),253,kg/an
106.00538,HCL Centre Hospitalier Lyon Sud,2015,Eau (indirect),Demande biologique en oxygène (DBO5),64600,kg/an
106.00538,HCL Centre Hospitalier Lyon Sud,2015,Eau (indirect),Demande chimique en oxygène (DCO),167000,kg/an
106.00556,Station d'épuration à Feyssine,2015,Eau (direct),Azote total (N),78500,kg/an
106.00556,Station d'épuration à Feyssine,2015,Eau (direct),Chrome et ses composés (Cr),63,kg/an
106.00556,Station d'épuration à Feyssine,2015,Eau (direct),Cuivre et ses composés (Cu),237,kg/an
106.00556,Station d'épuration à Feyssine,2015,Eau (direct),Demande biologique en oxygène (DBO5),133000,kg/an
106.00556,Station d'épuration à Feyssine,2015,Eau (direct),Demande chimique en oxygène (DCO),585000,kg/an
106.00556,Station d'épuration à Feyssine,2015,Eau (direct),Phosphore total (P),31500,kg/an
106.00556,Station d'épuration à Feyssine,2015,Eau (direct),Zinc et ses composés (Zn),1340,kg/an
106.00720,FONDERIE VENISSIEUX SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),46000,kg/an
106.00822,ELVYA - Chaufferie Einstein,2015,Air,CO2 Total d'origine non biomasse uniquement,27700.000,t/an
106.00822,ELVYA - Chaufferie Einstein,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),27700.000,t/an
107.00012,ROUTIN,2015,Eau (indirect),Demande chimique en oxygène (DCO),431000,kg/an
107.00539,COPPELIA,2015,Eau (indirect),Demande biologique en oxygène (DBO5),96200,kg/an
107.00539,COPPELIA,2015,Eau (indirect),Demande chimique en oxygène (DCO),173000,kg/an
107.00541,MECAD SAVOIE INDUSTRIE,2015,Air,Dichlorométhane (DCM - chlorure de méthylène),1070,kg/an
108.00059,Carrefour Annecy,2015,Air,Hydroflurocarbures (HFC),406,kg/an
108.00259,SOCOPA viandes,2015,Eau (indirect),Demande biologique en oxygène (DBO5),115000,kg/an
108.00259,SOCOPA viandes,2015,Eau (indirect),Demande chimique en oxygène (DCO),303000,kg/an
108.00284,EMT 74,2015,Air,Tétrachloroéthylène (PER - perchloroéthylène),4070,kg/an
108.00314,Hypermarché CORA,2015,Air,Hydroflurocarbures (HFC),389,kg/an
10854154,GAEC LE MANOIR,2015,Air,Ammoniac (NH3),12700,kg/an
10855747,earl la baudriere,2015,Air,Ammoniac (NH3),11300,kg/an
10856700,GAEC Vallée de la Vie,2015,Air,Ammoniac (NH3),19700,kg/an
10857561,GAEC Les Trois Cantons,2015,Air,Ammoniac (NH3),17400,kg/an
10857873,LOG ELEVAGE,2015,Air,Ammoniac (NH3),36100,kg/an
10858010,LOG ELEVAGE,2015,Air,Ammoniac (NH3),62100,kg/an
10858073,PICHODO Joseph,2015,Air,Ammoniac (NH3),10600,kg/an
10858332,GAEC LIMOUZIN,2015,Air,Ammoniac (NH3),13600,kg/an
110.00005,Teintures et Apprêts Danjoux,2015,Eau (indirect),Demande chimique en oxygène (DCO),269000,kg/an
110.00005,Teintures et Apprêts Danjoux,2015,Eau (indirect),Hydrocarbures (C total),12200,kg/an
12049111,SASU Le Porc du Maynié,2015,Air,Ammoniac (NH3),20500,kg/an
12056400,EARL LANDAPORC,2015,Air,Ammoniac (NH3),17500,kg/an
12068620,LIONEL TAURIAC,2015,Air,Ammoniac (NH3),13100,kg/an
122.00020,SITA CENTRE EST,2015,Air,Méthane (CH4),157000,kg/an
14069066,ALVA,2015,Eau (indirect),Demande biologique en oxygène (DBO5),454000,kg/an
14069066,ALVA,2015,Eau (indirect),Demande chimique en oxygène (DCO),847000,kg/an
14069066,ALVA,2015,Eau (indirect),Phosphore total (P),6540,kg/an
14630043,FRIAL,2015,Eau (indirect),Demande biologique en oxygène (DBO5),91800,kg/an
14630043,FRIAL,2015,Eau (indirect),Demande chimique en oxygène (DCO),159000,kg/an
14654010,EVA,2015,Eau (indirect),Demande biologique en oxygène (DBO5),206000,kg/an
14762066,La Normandise,2015,Air,CO2 Total d'origine non biomasse uniquement,24300.000,t/an
14762066,La Normandise,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24300.000,t/an
14762066,La Normandise,2015,Eau (indirect),Demande biologique en oxygène (DBO5),85000,kg/an
14762066,La Normandise,2015,Eau (indirect),Demande chimique en oxygène (DCO),180000,kg/an
16068142,GAEC du Temple,2015,Air,Ammoniac (NH3),16500,kg/an
16113010,AUCHAN LA COURONNE,2015,Air,Hydroflurocarbures (HFC),216,kg/an
162.00058,Centre d'enfouissement technique des CRAMADES,2015,Eau (direct),Phénols (Ctotal),54.9,kg/an
163.00107,O-I MANUFACTURING FRANCE - Usine de Puy-Guillaume,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),177000,kg/an
163.00107,O-I MANUFACTURING FRANCE - Usine de Puy-Guillaume,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),264000,kg/an
163.00107,O-I MANUFACTURING FRANCE - Usine de Puy-Guillaume,2015,Air,CO2 Total d'origine non biomasse uniquement,84900.000,t/an
163.00107,O-I MANUFACTURING FRANCE - Usine de Puy-Guillaume,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),84900.000,t/an
164.00034,ETABLISSEMENT CANARD SA,2015,Air,Composés organiques volatils non méthaniques (COVNM),35800,kg/an
164.00309,TRADIVAL,2015,Sol,Fer et ses composés (Fe),34600,kg/an
164.00362,ISDND de Cusset,2015,Air,Méthane (CH4),308000,kg/an
164.00362,ISDND de Cusset,2015,Eau (indirect),Arsenic et ses composés (As),9.9,kg/an
164.00363,COVED - ISDND de Chézy,2015,Air,Méthane (CH4),831000,kg/an
164.00363,COVED - ISDND de Chézy,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10600.000,t/an
164.00363,COVED - ISDND de Chézy,2015,Air,CO2 Total d'origine biomasse uniquement,10600.000,t/an
164.00376,MEWA,2015,Eau (indirect),Nickel et ses composés (Ni),21.8,kg/an
16416136,GAEC de Margnac,2015,Air,Ammoniac (NH3),20000,kg/an
165.00006,BRITTON Flexibles France - Campine,2015,Air,Composés organiques volatils non méthaniques (COVNM),65500,kg/an
165.00081,CF&R,2015,Eau (indirect),Demande biologique en oxygène (DBO5),239000,kg/an
165.00081,CF&R,2015,Eau (indirect),Demande chimique en oxygène (DCO),471000,kg/an
165.00081,CF&R,2015,Eau (indirect),Phosphore total (P),7090,kg/an
165.00087,SYMPTTOM de Monistrol sur Loire,2015,Air,Méthane (CH4),150000,kg/an
165.00114,cgp flexible innovation,2015,Air,Composés organiques volatils non méthaniques (COVNM),43200,kg/an
165.00173,COLLY-MARTIN,2015,Air,Composés organiques volatils non méthaniques (COVNM),37900,kg/an
18028018,EARL BRULE,2015,Air,Ammoniac (NH3),15600,kg/an
18030055,FOUQUET,2015,Air,Ammoniac (NH3),10200,kg/an
18066017,HYPOR FRANCE,2015,Air,Ammoniac (NH3),50400,kg/an
18088131,scea DU CORMIER,2015,Air,Ammoniac (NH3),39300,kg/an
18149050,SCEA de SOLOGNE,2015,Air,Ammoniac (NH3),13700,kg/an
18158908,le préau SAS,2015,Air,Ammoniac (NH3),85800,kg/an
182.00148,Monier usine de Limoux massia,2015,Air,CO2 Total d'origine non biomasse uniquement,26400.000,t/an
182.00148,Monier usine de Limoux massia,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),26400.000,t/an
18273003,EARL DE CORTEUIL,2015,Air,Ammoniac (NH3),20300,kg/an
183.00005,CYDEL,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),196000,kg/an
183.00005,CYDEL,2015,Air,CO2 Total d'origine non biomasse uniquement,83800.000,t/an
183.00005,CYDEL,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),193000.000,t/an
183.00005,CYDEL,2015,Air,CO2 Total d'origine biomasse uniquement,110000.000,t/an
183.00603,Centre d'Enfouissement Technique de Saint Jean de libron,2015,Air,Méthane (CH4),336000,kg/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Air,Ammoniac (NH3),105000,kg/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Air,Méthane (CH4),133000,kg/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19300.000,t/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Air,CO2 Total d'origine biomasse uniquement,19300.000,t/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Eau (indirect),Carbone organique total (COT),88700,kg/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Eau (indirect),Chrome hexavalent et ses composés,56,kg/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Eau (indirect),Demande biologique en oxygène (DBO5),79500,kg/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Eau (indirect),Demande chimique en oxygène (DCO),470000,kg/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Eau (indirect),Nickel et ses composés (Ni),26.6,kg/an
183.00685,Usine de méthanisation Communauté d'Agglomération Montpellier,2015,Eau (indirect),Zinc et ses composés (Zn),103,kg/an
183.00699,SITOM DU LITTORAL,2015,Air,Méthane (CH4),212000,kg/an
22001011,GUIGO VINCENT,2015,Air,Ammoniac (NH3),10100,kg/an
22001127,SARL LE MOUEL,2015,Air,Ammoniac (NH3),11000,kg/an
22002090,AVRIL Noël,2015,Air,Ammoniac (NH3),19000,kg/an
22012004,EARL DE BAYETTE,2015,Air,Ammoniac (NH3),11400,kg/an
22013015,GAEC DE BEAU SOLEIL,2015,Air,Ammoniac (NH3),10900,kg/an
22027007,EARL DE LA METAIRIE,2015,Air,Ammoniac (NH3),32800,kg/an
22027125,CADIN BERNARD,2015,Air,Ammoniac (NH3),11900,kg/an
22029041,FACY Pierre,2015,Air,Ammoniac (NH3),14700,kg/an
22029138,earl de la ville blanche,2015,Air,Ammoniac (NH3),17000,kg/an
22044010,GAEC DE FALIGOT,2015,Air,Ammoniac (NH3),15000,kg/an
22052018,EARL LE BRIS,2015,Air,Ammoniac (NH3),18300,kg/an
22065795,EARL DU BOIS DE LA VIGNE,2015,Air,Ammoniac (NH3),10600,kg/an
22067115,SCEA DE LA COLLINE,2015,Air,Ammoniac (NH3),10700,kg/an
22070539,"SARL AUREjavascript:openWindowScroll('/gerep/afficherReferentielCodeApePopup.do?methode=ecriture',520,300,'_blank');GAN MEGRET",2015,Air,Ammoniac (NH3),20600,kg/an
22074137,EARL RAOULT,2015,Air,Ammoniac (NH3),16800,kg/an
22076024,GAEC DE LORGERIE,2015,Air,Ammoniac (NH3),15100,kg/an
22076146,SCEA DE LA VILLE POISSIN,2015,Air,Ammoniac (NH3),10100,kg/an
22076171,GAEC DES BOIS,2015,Air,Ammoniac (NH3),32400,kg/an
22076202,SCEA DE LA VILLE PEAN,2015,Air,Ammoniac (NH3),37000,kg/an
22077007,EARL DE LA VILLE BELLANGER,2015,Air,Ammoniac (NH3),32200,kg/an
22084047,GAEC DES GRANDS CHAMPS,2015,Air,Ammoniac (NH3),18300,kg/an
22087239,SARL DU MOELOU,2015,Air,Ammoniac (NH3),39300,kg/an
22093132,SCEA COLAS PHILIPPE,2015,Air,Ammoniac (NH3),14400,kg/an
22098010,GAEC DU GRAND CARNAIS,2015,Air,Ammoniac (NH3),10700,kg/an
22098043,EARL LA VILLE CORBELIN,2015,Air,Ammoniac (NH3),24000,kg/an
221.00006,Compagnie Thermique du Moule,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),1220000,kg/an
221.00006,Compagnie Thermique du Moule,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),1110000,kg/an
221.00006,Compagnie Thermique du Moule,2015,Air,Protoxyde d'azote (N2O),10200,kg/an
221.00006,Compagnie Thermique du Moule,2015,Air,CO2 Total d'origine non biomasse uniquement,299000.000,t/an
221.00006,Compagnie Thermique du Moule,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),427000.000,t/an
221.00006,Compagnie Thermique du Moule,2015,Air,CO2 Total d'origine biomasse uniquement,127000.000,t/an
221.00006,Compagnie Thermique du Moule,2015,Eau (direct),Zinc et ses composés (Zn),117,kg/an
221.00013,CENTRALE DE JARRY SUD,2015,Air,CO2 Total d'origine non biomasse uniquement,28400.000,t/an
221.00013,CENTRALE DE JARRY SUD,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),28400.000,t/an
221.00014,Centrale EDF de St Barthelemy,2015,Air,Cobalt et ses composés (Co),8,kg/an
221.00014,Centrale EDF de St Barthelemy,2015,Air,Hydrocarbures aromatiques polycycliques (HAP),589,kg/an
221.00014,Centrale EDF de St Barthelemy,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),1110000,kg/an
